"","acc","rmse","f1","auc","sens","spec","fnr","fpr","plr","nlr"
"2270",0.775,0.387815610567737,0.571428571428571,0.787202380952381,0.5,0.892857142857143,0.5,0.107142857142857,4.66666666666667,0.56
"2271",0.775,0.409841277696021,0.526315789473684,0.793154761904762,0.416666666666667,0.928571428571429,0.583333333333333,0.0714285714285714,5.83333333333334,0.628205128205128
"2272",0.85,0.328807956739473,0.571428571428571,0.802734375,0.5,0.9375,0.5,0.0625,8,0.533333333333333
"2273",0.85,0.368688353029143,0.727272727272727,0.907738095238095,0.666666666666667,0.928571428571429,0.333333333333333,0.0714285714285714,9.33333333333334,0.358974358974359
"2274",0.775,0.408242732082447,0.571428571428571,0.835164835164835,0.428571428571429,0.961538461538462,0.571428571428571,0.0384615384615384,11.1428571428571,0.594285714285714
"2275",0.8,0.391451757952062,0.666666666666667,0.913461538461538,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
"2276",0.825,0.385478787692473,0.666666666666667,0.803418803418803,0.538461538461538,0.962962962962963,0.461538461538462,0.0370370370370371,14.5384615384615,0.479289940828402
"2277",0.8,0.346747177795486,0.636363636363636,0.908602150537634,0.777777777777778,0.806451612903226,0.222222222222222,0.193548387096774,4.01851851851852,0.275555555555556
"2278",0.8,0.379477706038332,0.666666666666667,0.813390313390313,0.615384615384615,0.888888888888889,0.384615384615385,0.111111111111111,5.53846153846154,0.432692307692308
"2279",0.85,0.3345205039941,0.7,0.903333333333333,0.7,0.9,0.3,0.1,7,0.333333333333333
"2280",0.9,0.26637432890639,0.714285714285714,0.953125,0.625,0.96875,0.375,0.03125,20,0.387096774193548
"2281",0.85,0.326247891195904,0.7,0.908602150537634,0.777777777777778,0.870967741935484,0.222222222222222,0.129032258064516,6.02777777777778,0.255144032921811
"2282",0.825,0.356093225659629,0.72,0.825549450549451,0.642857142857143,0.923076923076923,0.357142857142857,0.0769230769230769,8.35714285714286,0.386904761904762
"2283",0.85,0.337807026326159,0.5,0.80952380952381,0.428571428571429,0.939393939393939,0.571428571428571,0.0606060606060606,7.07142857142858,0.608294930875576
"2284",0.85,0.32950041937104,0.666666666666667,0.849462365591398,0.666666666666667,0.903225806451613,0.333333333333333,0.0967741935483871,6.88888888888889,0.369047619047619
"2285",0.825,0.356283370307857,0.695652173913043,0.855799373040752,0.727272727272727,0.862068965517241,0.272727272727273,0.137931034482759,5.27272727272727,0.316363636363636
"2286",0.9,0.297862603690101,0.714285714285714,0.860215053763441,0.555555555555556,1,0.444444444444444,0,Inf,0.444444444444444
"2287",0.85,0.31479630444872,0.5,0.837662337662338,0.428571428571429,0.939393939393939,0.571428571428571,0.0606060606060606,7.07142857142858,0.608294930875576
"2288",0.8,0.31995864759452,0.692307692307692,0.879310344827586,0.818181818181818,0.793103448275862,0.181818181818182,0.206896551724138,3.95454545454546,0.229249011857707
"2289",0.825,0.376957035893274,0.666666666666667,0.839285714285714,0.583333333333333,0.928571428571429,0.416666666666667,0.0714285714285714,8.16666666666667,0.448717948717949
"2290",0.7,0.411102491590204,0.5,0.748511904761905,0.5,0.785714285714286,0.5,0.214285714285714,2.33333333333333,0.636363636363636
"2291",0.8,0.406625124653145,0.636363636363636,0.803571428571429,0.5,0.961538461538462,0.5,0.0384615384615384,13,0.52
"2292",0.725,0.401546466162873,0.352941176470588,0.78,0.3,0.866666666666667,0.7,0.133333333333333,2.25,0.807692307692308
"2293",0.825,0.361582759440797,0.533333333333333,0.817204301075269,0.444444444444444,0.935483870967742,0.555555555555556,0.0645161290322581,6.88888888888888,0.593869731800766
"2294",0.75,0.357723035767974,0.375,0.707792207792208,0.428571428571429,0.818181818181818,0.571428571428571,0.181818181818182,2.35714285714286,0.698412698412698
"2295",0.85,0.329342010071274,0.666666666666667,0.88,0.6,0.933333333333333,0.4,0.0666666666666667,9,0.428571428571429
"2296",0.8,0.39925184489536,0.666666666666667,0.800824175824176,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
"2297",0.825,0.352653352314102,0.758620689655172,0.90327380952381,0.916666666666667,0.785714285714286,0.0833333333333334,0.214285714285714,4.27777777777778,0.106060606060606
"2298",0.75,0.454100491642031,0.375,0.733333333333333,0.3,0.9,0.7,0.1,3,0.777777777777778
"2299",0.725,0.465344517080573,0.645161290322581,0.75,0.625,0.791666666666667,0.375,0.208333333333333,3,0.473684210526316
"2300",0.8,0.352134652483609,0.636363636363636,0.90234375,0.875,0.78125,0.125,0.21875,4,0.16
"2301",0.7,0.437411382632124,0.5,0.730654761904762,0.5,0.785714285714286,0.5,0.214285714285714,2.33333333333333,0.636363636363636
"2302",0.875,0.326949925648077,0.736842105263158,0.881666666666667,0.7,0.933333333333333,0.3,0.0666666666666667,10.5,0.321428571428571
"2303",0.8,0.395993447695404,0.666666666666667,0.877747252747253,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
"2304",0.85,0.309777553332513,0.5,0.908571428571429,0.6,0.885714285714286,0.4,0.114285714285714,5.25,0.451612903225806
"2305",0.8,0.387021630300502,0.692307692307692,0.855769230769231,0.642857142857143,0.884615384615385,0.357142857142857,0.115384615384615,5.57142857142857,0.403726708074534
"2306",0.825,0.391940166137985,0.758620689655172,0.906649616368286,0.647058823529412,0.956521739130435,0.352941176470588,0.0434782608695652,14.8823529411765,0.368983957219251
"2307",0.75,0.370287651669308,0.5,0.885304659498208,0.555555555555556,0.806451612903226,0.444444444444444,0.193548387096774,2.87037037037037,0.551111111111111
"2308",0.9,0.311650924928736,0.777777777777778,0.93010752688172,0.777777777777778,0.935483870967742,0.222222222222222,0.0645161290322581,12.0555555555555,0.237547892720307
"2309",0.875,0.292287818140055,0.761904761904762,0.958333333333333,0.8,0.9,0.2,0.1,8,0.222222222222222
"2310",0.8,0.345908527859249,0.636363636363636,0.85423197492163,0.636363636363636,0.862068965517241,0.363636363636364,0.137931034482759,4.61363636363636,0.421818181818182
"2311",0.775,0.389555908427372,0.470588235294118,0.77115987460815,0.363636363636364,0.931034482758621,0.636363636363636,0.0689655172413793,5.27272727272727,0.683501683501683
"2312",0.775,0.407184793371203,0.608695652173913,0.794871794871795,0.538461538461538,0.888888888888889,0.461538461538462,0.111111111111111,4.84615384615384,0.519230769230769
"2313",0.725,0.432671115383444,0.521739130434783,0.8125,0.5,0.821428571428571,0.5,0.178571428571429,2.8,0.608695652173913
"2314",0.8,0.377538977400263,0.6,0.78125,0.5,0.928571428571429,0.5,0.0714285714285714,7,0.538461538461538
"2315",0.775,0.413928125812042,0.608695652173913,0.822802197802198,0.5,0.923076923076923,0.5,0.0769230769230769,6.5,0.541666666666667
"2316",0.85,0.30332254361999,0.727272727272727,0.885,0.8,0.866666666666667,0.2,0.133333333333333,6,0.230769230769231
"2317",0.875,0.338904217133404,0.782608695652174,0.86833855799373,0.818181818181818,0.896551724137931,0.181818181818182,0.103448275862069,7.90909090909091,0.202797202797203
"2318",0.75,0.411172681707389,0.444444444444444,0.731974921630094,0.363636363636364,0.896551724137931,0.636363636363636,0.103448275862069,3.51515151515152,0.70979020979021
"2319",0.825,0.400980005048714,0.787878787878788,0.864450127877238,0.764705882352941,0.869565217391304,0.235294117647059,0.130434782608696,5.86274509803921,0.270588235294118
"2320",0.75,0.419561095720841,0.545454545454545,0.75297619047619,0.5,0.857142857142857,0.5,0.142857142857143,3.5,0.583333333333333
"2321",0.8,0.338642624475292,0.428571428571429,0.822857142857143,0.6,0.828571428571429,0.4,0.171428571428571,3.5,0.482758620689655
"2322",0.8,0.372384375906369,0.636363636363636,0.830721003134796,0.636363636363636,0.862068965517241,0.363636363636364,0.137931034482759,4.61363636363636,0.421818181818182
